sentence,true_label,predicted
Sami wants to beat Farid's ass.,eng,spa
"I tried to persuade Tom, but I couldn't.",eng,spa
Luchamos.,spa,spa
Debe de estar enfadada conmigo.,spa,spa
No one should desert his friends.,eng,spa
You should tell Tom you'll do that.,eng,spa
Mary says she thinks Tom really did that.,eng,spa
El exoesqueleto ofrece protección al cuerpo de los artrópodos.,spa,spa
Layla is not a virgin.,eng,spa
Gasoline is no longer a cheap fuel.,eng,spa
"Considerad lo que les hacemos a nuestros hijos. No les decimos ""algunas personas creen que la Tierra es redonda, y otras que es plana; cuando crezcas, puedes, si quieres, examinar las pruebas y llegar a tus propias conclusiones"". En su lugar decimos ""la Tierra es redonda"". Para cuando nuestros hijos son lo suficientemente grandes como para examinar las pruebas, nuestra propaganda ha bloqueado su mente...",spa,spa
Mary said her new house cost her a lot.,eng,spa
"Her sisters burst out a-laughing, and began to banter her. The gentleman who was sent to try the slipper looked earnestly at Cinderella, and, finding her very handsome, said it was but just that she should try, and that he had orders to let every lady try it on.",eng,spa
You're completely out of your mind.,eng,spa
¿Sabes?,spa,eng
¿No van a construir una universidad en Grecia?,spa,eng
He didn't show any remorse for his actions.,eng,spa
"On a neighbor's horse, the burden isn't heavy.",eng,spa
No habían pasado más de dos horas.,spa,spa
Sami can't explain this story.,eng,spa
It happened that I was present when she called.,eng,spa
I thought that Tom would be amused by what was going on.,eng,spa
The hostage-takers planted explosives all around the compound.,eng,spa
La niña habla inglés bastante bien.,spa,spa
Me apasiona la cultura antigua.,spa,spa
Todos tus hermanos y hermanas están casados. ¿Cuándo te vas a casar vos?,spa,eng
Tom seems to be unwilling to change.,eng,spa
It is not necessary for us to attend this lecture.,eng,spa
Ella vio a una señora.,spa,spa
I don't agree with what Tom said.,eng,spa
Un montón de éstos son míos.,spa,spa
We're in the house.,eng,spa
Pasamos el fin de semana en la casa quinta de mi abuelo Guiomar.,spa,spa
Come over here and join us.,eng,spa
Yo vi lágrimas en sus ojos.,spa,spa
Tom showed Mary the letter that he got from John.,eng,spa
You must be sad as you have lost one of your friends.,eng,spa
Tom said he didn't think that he could do that.,eng,spa
Puedes usar mi diccionario.,spa,spa
Tom está extremadamente bravo.,spa,spa
"¡Te entra más por los ojos que por la boca! Que sepas que si no te terminas eso, te quedarás sin postre.",spa,spa
I hope Tom knows who has to do that.,eng,spa
Los días de Tom están contados.,spa,spa
Tom should have told me about that sooner.,eng,spa
Fue uno de los grandes descubrimientos en la ciencia.,spa,spa
I found Tom a job.,eng,spa
Los ancianos tienden a volver la mirada al pasado.,spa,spa
Tell her why.,eng,spa
He realized he was alone.,eng,spa
Tom se desgarró un músculo.,spa,spa
El río lleva un gran caudal.,spa,spa
Freedom of speech is now taken as a matter of course.,eng,spa
Tom still has to pack his suitcase.,eng,spa
Esa es la razón por la que llegué tarde a clase ayer.,spa,spa
I didn't have time to do everything I had to do.,eng,spa
Esta chuleta está tierna.,spa,spa
Henry dijo que no podía esperar más.,spa,spa
El perro vino corriendo directo hacia mí.,spa,spa
Tom made Mary laugh.,eng,spa
No me gustan las medias palabras ni las tareas medio acabadas.,spa,spa
They walked barefoot over the sand dunes.,eng,spa
Quisiera recibir unas aclaraciones.,spa,spa
How would you resolve such issues?,eng,eng
No creo que tenga lo que se requiere para ser profesor.,spa,spa
Esta farofa está picante.,spa,spa
Él amablemente se dio la molestia de acompañarme a mi casa.,spa,spa
El Toboso es un pueblo de la Mancha.,spa,spa
"¡Eres un maldito ordinario, no me faltes al respeto!",spa,spa
¿Quién se ha ido?,spa,eng
You need some help.,eng,spa
No te expongas tanto.,spa,spa
La obra de teatro salió muy bien en general.,spa,spa
I'm sure it was just a terrible accident.,eng,spa
¿Ellos también vienen?,spa,eng
I hope Tom didn't have to do that.,eng,spa
Mary backed into her parking space.,eng,spa
Eso podemos hacerlo.,spa,spa
Tom tiene un perro llamado Cookie.,spa,spa
El hierro es un metal muy útil.,spa,spa
Maybe you're not getting enough sleep.,eng,spa
I know you didn't hurt Tom.,eng,spa
"Cuando estás cansado, no hay nada como darse un baño.",spa,spa
Is any part of our meal served with live animals?,eng,eng
¿Estás satisfecho?,spa,eng
I'll make some pasta.,eng,spa
They are happy with your plan and for you to proceed with writing your material.,eng,spa
Puede ser grandioso.,spa,spa
¿Y qué nombre es?,spa,eng
"Tom can feed himself, can't he?",eng,eng
Jane tiene cinco bolsos de mano.,spa,spa
He was always drinking in those days.,eng,spa
La mitad de ustedes son idiotas.,spa,spa
This is the last time I'll annoy the teacher.,eng,spa
Tom got all the vegetables that Mary needs to prepare lunch from the garden.,eng,spa
¿Puede alguien atender esa llamada?,spa,eng
"In Greek literature, the Seven Seas were the Aegean, Adriatic, Mediterranean, Black, Red, and Caspian seas, and the Persian Gulf.",eng,spa
Have you already read this?,eng,eng
I knew things about Tom that even his parents didn't know.,eng,spa
"Sleeping in a dumpster, huh? Al-Sayib asked. ""That must have been a smelly experience.""",eng,spa
I still think it's funny.,eng,spa
Can you promise me that you won't do that?,eng,eng
Tom fue declarado culpable.,spa,spa
"¿El chico tiene derecho a soñar, no?",spa,eng
"En mayo mientras iba por la calle se le abalanzaron y empezaron a darle puñetazos, patadas y navajazos.",spa,spa
He has a blue bicycle.,eng,spa
I brought a jacket because it was quite cool this morning.,eng,spa
I've been told that sometimes I'm cruel.,eng,spa
There has been a considerable increase in oil prices.,eng,spa
Tom always eats fruit for breakfast.,eng,spa
"We do not believe in immortality because we can prove it, but we try to prove it because we cannot help believing it.",eng,spa
I had a long conversation with Tom about that.,eng,spa
Simuló su muerte y asumió una nueva identidad.,spa,spa
Él no consiguió encontrar trabajo.,spa,spa
Tom and Mary took a lot of pictures when they were in Boston.,eng,spa
She gave me something.,eng,spa
Ricardo ha cogido la madera y ahora la está serrando.,spa,spa
"Si no lo quieres, yo lo comeré.",spa,spa
My house is situated in a convenient place - near the train station.,eng,spa
Es un arma.,spa,spa
Everyone except Tom knew that he didn't need to stay in Boston.,eng,spa
Estás cometiendo un gran error.,spa,spa
Llamadme Ishmael.,spa,spa
"Esta familia ha perdido la razón de vivir, pero ha conservado las buenas costumbres.",spa,spa
Carol se volvió a casa alrededor de las dos de la mañana.,spa,spa
Ellos han suspendido el examen.,spa,spa
Corrí alrededor del campo.,spa,spa
A menudo cometemos errores.,spa,spa
El anciano nos contó sobre el divertido incidente.,spa,spa
Tom supo lo que Mary quería que hiciera.,spa,spa
"Unless you can speak French, they won't understand you.",eng,spa
El criminal no es Bob sino su hermano gemelo.,spa,spa
Do you have any pictures of Boston?,eng,eng
Tom and Mary weren't invited.,eng,spa
This is the first time I've invited Mary.,eng,spa
"No tengo ganas de irme, porque aquí estoy sentado muy cómodamente.",spa,spa
¿Estudias o trabajas?,spa,eng
Ella le tiene un gran miedo a las serpientes.,spa,spa
"Tom is a strong kid, isn't he?",eng,eng
La música es el alma de la lengua.,spa,spa
"In his heart, Tom knew that he'd never return.",eng,spa
Please join the two ends of the tape together.,eng,spa
This river dries up in the summer.,eng,spa
El puñal le traspasó el corazón.,spa,spa
He is the owner of four very big farms in the interior of Sao Paulo.,eng,spa
Completa la frase.,spa,spa
¿Y ahora cuál es el problema?,spa,eng
El estanque estaba lleno de pececitos.,spa,spa
Ahora mismo estoy un poco ocupada.,spa,spa
Is anyone in the house?,eng,eng
I've heard barley is yielding fruit in Sisku's field.,eng,spa
Your brother looks a lot more like your father than you do.,eng,spa
She is like a mother to me.,eng,spa
"When the boys go camping, they enjoy living in a primitive way.",eng,spa
Mary says she plans on staying where she is.,eng,spa
Hoy estoy muy orgulloso de mí mismo.,spa,spa
Las estrellas son hermosas.,spa,spa
Lo vi serruchando un árbol.,spa,spa
No lo había pensado.,spa,spa
Sami and Layla got along pretty well.,eng,spa
¿Qué porcentaje de gente habla tres idiomas?,spa,eng
Tom said that he was in no hurry to go home.,eng,spa
He decidido hacerlo solo.,spa,spa
No tuve tiempo ni para ir de compras ni para despedirme de mi madre.,spa,spa
Tom está al teléfono ahora en su oficina.,spa,spa
Encontré un sello raro en esa tienda.,spa,spa
Mary has done her best.,eng,spa
Las bacterias están en todas partes.,spa,spa
Muchos geólogos ya consideran al Antropoceno una nueva era que comenzó hacia la década de los 50 del siglo pasado pero aún ha de ser aceptada formalmente.,spa,spa
¿Por qué los vampiros viven en enormes castillos o en cementerios? ¿No pueden vivir en algún lugar que llame menos la atención?,spa,eng
Es absolutamente necesario que la encuentre.,spa,spa
Sami doesn't think Layla is a hairstylist.,eng,spa
¡Qué perro tan listo!,spa,spa
Tom seemed better.,eng,spa
Tuvo que ser él.,spa,spa
¡Si sólo pudiera volar!,spa,spa
Todo es muy caro en esta tienda.,spa,spa
¿Vamos a la fonda?,spa,eng
A veces sueño con mi madre.,spa,spa
Tom was present at today's meeting.,eng,spa
Veamos si podemos abrir esta puerta.,spa,spa
Él se encerró en el baño.,spa,spa
I like the green bicycle more than the pink.,eng,spa
She can be helpful when she wants to.,eng,spa
¿Serías tan amable de decirme qué hora es?,spa,eng
I'm very pleased that your dream came true.,eng,spa
¿Cómo funciona el ábaco?,spa,eng
¡Ese chico parece tonto!,spa,spa
Sami is gonna be poor.,eng,spa
Estoy harta de tus excusas.,spa,spa
Estoy jugando con mi gato.,spa,spa
¿Quién es aquella mujer parada por allí?,spa,eng
Estoy avergonzado de no haber sido amable con ella.,spa,spa
Creo que no lo haré.,spa,spa
Tom and Mary said they'd still like to do that.,eng,spa
"Tom seldom, if ever, complains about anything.",eng,spa
El fumar puede causar cáncer de mama.,spa,eng
John es un buen amigo.,spa,spa
Tom asked me why I didn't ask anybody for help.,eng,spa
That doesn't trouble me.,eng,spa
The committee is composed chiefly of professors.,eng,spa
Do you like Tom for a name?,eng,eng
"If you have written the letter, I'll post it.",eng,spa
No necesitaremos toalla; nos secaremos al sol.,spa,spa
Se lo diré todo a tu padre.,spa,spa
They went to Chicago by car.,eng,spa
"¿Qué es más útil, la plata o el hierro? - El hierro es más útil que la plata.",spa,spa
Tom ofendió a Mary.,spa,spa
He visto alguna vez un té con gas.,spa,spa
Tom recoge las historias culinarias de los pueblos del mundo.,spa,spa
Le temo a lo mismo.,spa,spa
¡Suba a bordo!,spa,spa
Everybody knows you're more intelligent than she is.,eng,spa
"Hemos perdido una batalla, pero ganaremos la guerra.",spa,spa
El inglés es un idioma muy importante en el mundo de hoy.,spa,spa
That's the way most people do that.,eng,spa
They're cops.,eng,spa
It was a delightful evening.,eng,spa
Su hermano casi muere en un accidente de tráfico hace seis meses.,spa,spa
What's all the fuss about? Damned if I know!,eng,spa
"Once a habit has been acquired, it has almost compulsive power over us.",eng,spa
"Oh, sighed the duckling, ""how thankful I am for being so ugly; even a dog will not bite me.""",eng,spa
China is twenty times as large as Japan.,eng,spa
La estadística está de nuestro lado.,spa,spa
I finally understand what Mary was trying to tell me.,eng,spa
"¡Llame al médico, por favor!",spa,spa
I asked if I really needed to do that.,eng,spa
I really liked those guys.,eng,spa
"Ella siempre pareció feliz, pero nunca lo fue.",spa,spa
Acabo de terminar de almorzar.,spa,spa
Tom told me that he didn't want to live in Australia.,eng,spa
I can't imagine how anyone could seriously believe that.,eng,spa
¡Atendé ese maldito teléfono!,spa,spa
Can we give Tom a ride?,eng,eng
Tom did a phenomenal job here.,eng,spa
La he visto desnuda.,spa,spa
Lo que sube debe bajar.,spa,spa
Why are you shouting like that?,eng,eng
"Trabajo cada día, salvo los domingos.",spa,spa
Tom is someone I look up to.,eng,spa
La vida del paciente ya no corre peligro.,spa,spa
Did you get fired from your last job?,eng,eng
Sami won't leave this place until he recovers.,eng,spa
He thinks old newspapers are still useful.,eng,spa
Tom me pidió que bajase las luces.,spa,spa
I told Tom I'd invite Mary to my party.,eng,spa
Quería hablar con vos sobre Tom.,spa,spa
El cerebro se le llenó de fantasías.,spa,spa
Are you on your way to the station?,eng,eng
I know a place that is very pleasant.,eng,spa
"You're with me, OK?",eng,spa
Yo agrego ejémplos en muchas lenguas en Tatoeba.,spa,spa
Sami can't stand to see Layla like this.,eng,spa
"For the maximum frequency allowed by the blood bank, Tom gladly donates blood.",eng,spa
No toques nada.,spa,spa
Tomaos un poco de té.,spa,spa
¿Le causa una molestia espiritual el bloqueo de sitios pornográficos en la República de Turquía?,spa,eng
"Si te conociera mejor, tal vez te habría dejado entrar.",spa,spa
¿Alguna vez has respirado aire puro?,spa,eng
Se nos ha avistado.,spa,spa
It is all right so far.,eng,spa
Estás en graves problemas.,spa,spa
"She seemed for an instant to wish to shrink back inside the house again; and then, seeing how useless all concealment must be, she came forward, with a very white face and frightened eyes which belied the smile upon her lips.",eng,spa
Tom abrió la puerta y salió corriendo el perro.,spa,spa
¿Qué te parece una taza de café?,spa,eng
¿Me podríais ayudar a traducir esto al francés?,spa,eng
